ID,TRT,Herbicide,AI,Rate,Cultivar,Rep,Run,Biomass,CNTRL_AVG,VSCNTRL,Biomass_Red.
2224,75,Armezon,topramezone,18.4,X-59,2,1,0.13,0.8,0.16,0.84
2225,75,Armezon,topramezone,18.4,X-59,3,1,0.35,0.8,0.44,0.56
2226,76,Armezon,topramezone,36.8,X-59,1,1,0,0.8,0.00,1.00
2227,76,Armezon,topramezone,36.8,X-59,2,1,0,0.8,0.00,1.00
2228,76,Armezon,topramezone,36.8,X-59,3,1,0,0.8,0.00,1.00
2229,77,Armezon,topramezone,73.6,X-59,1,1,0,0.8,0.00,1.00
2230,77,Armezon,topramezone,73.6,X-59,2,1,0,0.8,0.00,1.00
2231,77,Armezon,topramezone,73.6,X-59,3,1,0,0.8,0.00,1.00
,0,Control,mesotrione,0,X-59,1,1,1.1,0.8,1.00,0.00
,0,Control,mesotrione,0,X-59,2,1,0.61,0.8,0.76,0.24
,0,Control,mesotrione,0,X-59,3,1,1.21,0.8,1.00,0.00
,0,Control,mesotrione,0,X-59,4,1,0.7,0.8,0.88,0.13
,0,Control,mesotrione,0,X-59,5,1,1.01,0.8,1.00,0.00
,0,Control,mesotrione,0,X-59,6,1,0.17,0.8,0.21,0.79
2232,78,Callisto,mesotrione,13.1,X-59,1,1,0,0.8,0.00,1.00
2233,78,Callisto,mesotrione,13.1,X-59,2,1,0,0.8,0.00,1.00
2234,78,Callisto,mesotrione,13.1,X-59,3,1,0,0.8,0.00,1.00
2235,79,Callisto,mesotrione,26.3,X-59,1,1,0,0.8,0.00,1.00
2236,79,Callisto,mesotrione,26.3,X-59,2,1,0,0.8,0.00,1.00
2237,79,Callisto,mesotrione,26.3,X-59,3,1,0,0.8,0.00,1.00
2238,80,Callisto,mesotrione,52.5,X-59,1,1,0,0.8,0.00,1.00
2239,80,Callisto,mesotrione,52.5,X-59,2,1,0,0.8,0.00,1.00
2240,80,Callisto,mesotrione,52.5,X-59,3,1,0,0.8,0.00,1.00
2241,81,Callisto,mesotrione,79,X-59,1,1,0,0.8,0.00,1.00
2242,81,Callisto,mesotrione,79,X-59,2,1,0,0.8,0.00,1.00
2243,81,Callisto,mesotrione,79,X-59,3,1,0,0.8,0.00,1.00
2244,82,Callisto,mesotrione,105,X-59,1,1,0,0.8,0.00,1.00
2245,82,Callisto,mesotrione,105,X-59,2,1,0,0.8,0.00,1.00
2246,82,Callisto,mesotrione,105,X-59,3,1,0,0.8,0.00,1.00
2247,83,Callisto,mesotrione,210,X-59,1,1,0,0.8,0.00,1.00
2248,83,Callisto,mesotrione,210,X-59,2,1,0,0.8,0.00,1.00
2249,83,Callisto,mesotrione,210,X-59,3,1,0,0.8,0.00,1.00
2250,84,Callisto,mesotrione,420,X-59,1,1,0,0.8,0.00,1.00
2251,84,Callisto,mesotrione,420,X-59,2,1,0,0.8,0.00,1.00
2252,84,Callisto,mesotrione,420,X-59,3,1,0,0.8,0.00,1.00
,0,Control,tembotrione,0,X-59,1,1,1.1,0.8,1.00,0.00
,0,Control,tembotrione,0,X-59,2,1,0.61,0.8,0.76,0.24
,0,Control,tembotrione,0,X-59,3,1,1.21,0.8,1.00,0.00
,0,Control,tembotrione,0,X-59,4,1,0.7,0.8,0.88,0.13
,0,Control,tembotrione,0,X-59,5,1,1.01,0.8,1.00,0.00
,0,Control,tembotrione,0,X-59,6,1,0.17,0.8,0.21,0.79
2253,85,Laudis,tembotrione,11.5,X-59,1,1,0.74,0.8,0.93,0.08
2254,85,Laudis,tembotrione,11.5,X-59,2,1,0,0.8,0.00,1.00
2255,85,Laudis,tembotrione,11.5,X-59,3,1,0.16,0.8,0.20,0.80
2256,86,Laudis,tembotrione,23,X-59,1,1,0.22,0.8,0.28,0.73
2257,86,Laudis,tembotrione,23,X-59,2,1,0.45,0.8,0.56,0.44
2258,86,Laudis,tembotrione,23,X-59,3,1,0,0.8,0.00,1.00
2259,87,Laudis,tembotrione,46,X-59,1,1,0.05,0.8,0.06,0.94
2260,87,Laudis,tembotrione,46,X-59,2,1,0,0.8,0.00,1.00
2261,87,Laudis,tembotrione,46,X-59,3,1,0,0.8,0.00,1.00
2262,88,Laudis,tembotrione,69,X-59,1,1,0,0.8,0.00,1.00
2263,88,Laudis,tembotrione,69,X-59,2,1,0,0.8,0.00,1.00
2264,88,Laudis,tembotrione,69,X-59,3,1,0,0.8,0.00,1.00
2265,89,Laudis,tembotrione,92,X-59,1,1,0,0.8,0.00,1.00
2266,89,Laudis,tembotrione,92,X-59,2,1,0,0.8,0.00,1.00
2267,89,Laudis,tembotrione,92,X-59,3,1,0,0.8,0.00,1.00
2268,90,Laudis,tembotrione,184,X-59,1,1,0,0.8,0.00,1.00
2269,90,Laudis,tembotrione,184,X-59,2,1,0,0.8,0.00,1.00
2270,90,Laudis,tembotrione,184,X-59,3,1,0,0.8,0.00,1.00
2271,91,Laudis,tembotrione,368,X-59,1,1,0,0.8,0.00,1.00
2272,91,Laudis,tembotrione,368,X-59,2,1,0,0.8,0.00,1.00
2273,91,Laudis,tembotrione,368,X-59,3,1,0,0.8,0.00,1.00
,,Control,rimsulfuron,0,CRS-1,1,1,0,0.9,0.00,1.00
,,Control,rimsulfuron,0,CRS-1,2,1,0,0.9,0.00,1.00
,,Control,rimsulfuron,0,CRS-1,3,1,0.98,0.9,1.00,0.00
,,Control,rimsulfuron,0,CRS-1,4,1,1.34,0.9,1.00,0.00
,,Control,rimsulfuron,0,CRS-1,5,1,1.17,0.9,1.00,0.00
,,Control,rimsulfuron,0,CRS-1,6,1,1.91,0.9,1.00,0.00
2337,22,Resolve SG,rimsulfuron,2.74,CRS-1,1,1,0.83,0.9,0.92,0.08
2338,22,Resolve SG,rimsulfuron,2.74,CRS-1,2,1,0.66,0.9,0.73,0.27
2339,22,Resolve SG,rimsulfuron,2.74,CRS-1,3,1,0.65,0.9,0.72,0.28
2340,23,Resolve SG,rimsulfuron,5.5,CRS-1,1,1,0.22,0.9,0.24,0.76
2341,23,Resolve SG,rimsulfuron,5.5,CRS-1,2,1,0.62,0.9,0.69,0.31
2342,23,Resolve SG,rimsulfuron,5.5,CRS-1,3,1,0.38,0.9,0.42,0.58
2343,24,Resolve SG,rimsulfuron,11,CRS-1,1,1,0,0.9,0.00,1.00
2344,24,Resolve SG,rimsulfuron,11,CRS-1,2,1,0.69,0.9,0.77,0.23
2345,24,Resolve SG,rimsulfuron,11,CRS-1,3,1,0.89,0.9,0.99,0.01
2346,25,Resolve SG,rimsulfuron,16.4,CRS-1,1,1,0.76,0.9,0.84,0.16
2347,25,Resolve SG,rimsulfuron,16.4,CRS-1,2,1,0,0.9,0.00,1.00
2348,25,Resolve SG,rimsulfuron,16.4,CRS-1,3,1,1.55,0.9,1.00,0.00
2349,26,Resolve SG,rimsulfuron,22,CRS-1,1,1,0.78,0.9,0.87,0.13
2350,26,Resolve SG,rimsulfuron,22,CRS-1,2,1,1.31,0.9,1.00,0.00
2351,26,Resolve SG,rimsulfuron,22,CRS-1,3,1,1.69,0.9,1.00,0.00
2352,27,Resolve SG,rimsulfuron,44,CRS-1,1,1,0.05,0.9,0.06,0.94
2353,27,Resolve SG,rimsulfuron,44,CRS-1,2,1,0.97,0.9,1.00,0.00
2354,27,Resolve SG,rimsulfuron,44,CRS-1,3,1,0.82,0.9,0.91,0.09
2355,28,Resolve SG,rimsulfuron,88,CRS-1,1,1,0,0.9,0.00,1.00
2356,28,Resolve SG,rimsulfuron,88,CRS-1,2,1,0.5,0.9,0.56,0.44
2357,28,Resolve SG,rimsulfuron,88,CRS-1,3,1,0,0.9,0.00,1.00
,,Control,chlorimuron-ethyl,0,CRS-1,1,1,0,0.9,0.00,1.00
,,Control,chlorimuron-ethyl,0,CRS-1,2,1,0,0.9,0.00,1.00
,,Control,chlorimuron-ethyl,0,CRS-1,3,1,0.98,0.9,1.00,0.00
,,Control,chlorimuron-ethyl,0,CRS-1,4,1,1.34,0.9,1.00,0.00
,,Control,chlorimuron-ethyl,0,CRS-1,5,1,1.17,0.9,1.00,0.00
,,Control,chlorimuron-ethyl,0,CRS-1,6,1,1.91,0.9,1.00,0.00
2358,29,Classic,chlorimuron-ethyl,6.6,CRS-1,1,1,0.06,0.9,0.07,0.93
2359,29,Classic,chlorimuron-ethyl,6.6,CRS-1,2,1,0,0.9,0.00,1.00
2360,29,Classic,chlorimuron-ethyl,6.6,CRS-1,3,1,0.38,0.9,0.42,0.58
2361,30,Classic,chlorimuron-ethyl,13.1,CRS-1,1,1,0.63,0.9,0.70,0.30
2362,30,Classic,chlorimuron-ethyl,13.1,CRS-1,2,1,0,0.9,0.00,1.00
2363,30,Classic,chlorimuron-ethyl,13.1,CRS-1,3,1,0.12,0.9,0.13,0.87
2364,31,Classic,chlorimuron-ethyl,26.3,CRS-1,1,1,0,0.9,0.00,1.00
2365,31,Classic,chlorimuron-ethyl,26.3,CRS-1,2,1,0.93,0.9,1.00,0.00
2366,31,Classic,chlorimuron-ethyl,26.3,CRS-1,3,1,0.63,0.9,0.70,0.30
2367,32,Classic,chlorimuron-ethyl,39.4,CRS-1,1,1,0.04,0.9,0.04,0.96
2368,32,Classic,chlorimuron-ethyl,39.4,CRS-1,2,1,0.15,0.9,0.17,0.83
2369,32,Classic,chlorimuron-ethyl,39.4,CRS-1,3,1,0.18,0.9,0.20,0.80
2370,33,Classic,chlorimuron-ethyl,52.5,CRS-1,1,1,0.05,0.9,0.06,0.94
2371,33,Classic,chlorimuron-ethyl,52.5,CRS-1,2,1,0.27,0.9,0.30,0.70
2372,33,Classic,chlorimuron-ethyl,52.5,CRS-1,3,1,0.33,0.9,0.37,0.63
2373,34,Classic,chlorimuron-ethyl,105,CRS-1,1,1,0.25,0.9,0.28,0.72
2374,34,Classic,chlorimuron-ethyl,105,CRS-1,2,1,0.08,0.9,0.09,0.91
2375,34,Classic,chlorimuron-ethyl,105,CRS-1,3,1,0.07,0.9,0.08,0.92
2376,35,Classic,chlorimuron-ethyl,210,CRS-1,1,1,0,0.9,0.00,1.00
2377,35,Classic,chlorimuron-ethyl,210,CRS-1,2,1,0.01,0.9,0.01,0.99
2378,35,Classic,chlorimuron-ethyl,210,CRS-1,3,1,0.03,0.9,0.03,0.97
,,Control,imazethapyr,0,CRS-1,1,1,0,0.9,0.00,1.00
,,Control,imazethapyr,0,CRS-1,2,1,0,0.9,0.00,1.00
,,Control,imazethapyr,0,CRS-1,3,1,0.98,0.9,1.00,0.00
,,Control,imazethapyr,0,CRS-1,4,1,1.34,0.9,1.00,0.00
,,Control,imazethapyr,0,CRS-1,5,1,1.17,0.9,1.00,0.00
,,Control,imazethapyr,0,CRS-1,6,1,1.91,0.9,1.00,0.00
2379,36,Pursuit,imazethapyr,8.8,CRS-1,1,1,0.96,0.9,1.00,0.00
2380,36,Pursuit,imazethapyr,8.8,CRS-1,2,1,0.67,0.9,0.74,0.26
2381,36,Pursuit,imazethapyr,8.8,CRS-1,3,1,0.95,0.9,1.00,0.00
2382,37,Pursuit,imazethapyr,17.5,CRS-1,1,1,0.87,0.9,0.97,0.03
2383,37,Pursuit,imazethapyr,17.5,CRS-1,2,1,0.32,0.9,0.36,0.64
2384,37,Pursuit,imazethapyr,17.5,CRS-1,3,1,0.87,0.9,0.97,0.03
2385,38,Pursuit,imazethapyr,35,CRS-1,1,1,0.07,0.9,0.08,0.92
2386,38,Pursuit,imazethapyr,35,CRS-1,2,1,0,0.9,0.00,1.00
2387,38,Pursuit,imazethapyr,35,CRS-1,3,1,0.39,0.9,0.43,0.57
2388,39,Pursuit,imazethapyr,52.5,CRS-1,1,1,0.37,0.9,0.41,0.59
2389,39,Pursuit,imazethapyr,52.5,CRS-1,2,1,0.32,0.9,0.36,0.64
2390,39,Pursuit,imazethapyr,52.5,CRS-1,3,1,0.44,0.9,0.49,0.51
2391,40,Pursuit,imazethapyr,70,CRS-1,1,1,0.42,0.9,0.47,0.53
2392,40,Pursuit,imazethapyr,70,CRS-1,2,1,0.36,0.9,0.40,0.60
2393,40,Pursuit,imazethapyr,70,CRS-1,3,1,0.49,0.9,0.54,0.46
2394,41,Pursuit,imazethapyr,140,CRS-1,1,1,0.21,0.9,0.23,0.77
2395,41,Pursuit,imazethapyr,140,CRS-1,2,1,0.03,0.9,0.03,0.97
2396,41,Pursuit,imazethapyr,140,CRS-1,3,1,0.17,0.9,0.19,0.81
2397,42,Pursuit,imazethapyr,280,CRS-1,1,1,0.17,0.9,0.19,0.81
2398,42,Pursuit,imazethapyr,280,CRS-1,2,1,0.16,0.9,0.18,0.82
2399,42,Pursuit,imazethapyr,280,CRS-1,3,1,0.16,0.9,0.18,0.82
,,Control,chloransulam-methyl,0,CRS-1,1,1,0,0.9,0.00,1.00
,,Control,chloransulam-methyl,0,CRS-1,2,1,0,0.9,0.00,1.00
,,Control,chloransulam-methyl,0,CRS-1,3,1,0.98,0.9,1.00,0.00
,,Control,chloransulam-methyl,0,CRS-1,4,1,1.34,0.9,1.00,0.00
,,Control,chloransulam-methyl,0,CRS-1,5,1,1.17,0.9,1.00,0.00
,,Control,chloransulam-methyl,0,CRS-1,6,1,1.91,0.9,1.00,0.00
2400,43,FirstRate,chloransulam-methyl,4.4,CRS-1,1,1,0.69,0.9,0.77,0.23
2401,43,FirstRate,chloransulam-methyl,4.4,CRS-1,2,1,0.7,0.9,0.78,0.22
2402,43,FirstRate,chloransulam-methyl,4.4,CRS-1,3,1,0.61,0.9,0.68,0.32
2403,44,FirstRate,chloransulam-methyl,8.8,CRS-1,1,1,0.54,0.9,0.60,0.40
2404,44,FirstRate,chloransulam-methyl,8.8,CRS-1,2,1,0.51,0.9,0.57,0.43
2405,44,FirstRate,chloransulam-methyl,8.8,CRS-1,3,1,0.45,0.9,0.50,0.50
2406,45,FirstRate,chloransulam-methyl,17.7,CRS-1,1,1,0.37,0.9,0.41,0.59
2407,45,FirstRate,chloransulam-methyl,17.7,CRS-1,2,1,0.63,0.9,0.70,0.30
2408,45,FirstRate,chloransulam-methyl,17.7,CRS-1,3,1,0.65,0.9,0.72,0.28
2409,46,FirstRate,chloransulam-methyl,26.5,CRS-1,1,1,0.39,0.9,0.43,0.57
2410,46,FirstRate,chloransulam-methyl,26.5,CRS-1,2,1,0.45,0.9,0.50,0.50
2411,46,FirstRate,chloransulam-methyl,26.5,CRS-1,3,1,0.34,0.9,0.38,0.62
2412,47,FirstRate,chloransulam-methyl,35.3,CRS-1,1,1,0.74,0.9,0.82,0.18
2413,47,FirstRate,chloransulam-methyl,35.3,CRS-1,2,1,0.4,0.9,0.44,0.56
2414,47,FirstRate,chloransulam-methyl,35.3,CRS-1,3,1,0.19,0.9,0.21,0.79
2415,48,FirstRate,chloransulam-methyl,70.6,CRS-1,1,1,0.58,0.9,0.64,0.36
2416,48,FirstRate,chloransulam-methyl,70.6,CRS-1,2,1,0.26,0.9,0.29,0.71
2417,48,FirstRate,chloransulam-methyl,70.6,CRS-1,3,1,0.42,0.9,0.47,0.53
2418,49,FirstRate,chloransulam-methyl,141,CRS-1,1,1,0.09,0.9,0.10,0.90
2419,49,FirstRate,chloransulam-methyl,141,CRS-1,2,1,0.18,0.9,0.20,0.80
2420,49,FirstRate,chloransulam-methyl,141,CRS-1,3,1,0.05,0.9,0.06,0.94
,,Control,atrazine,0,CRS-1,1,1,0,0.9,0.00,1.00
,,Control,atrazine,0,CRS-1,2,1,0,0.9,0.00,1.00
,,Control,atrazine,0,CRS-1,3,1,0.98,0.9,1.00,0.00
,,Control,atrazine,0,CRS-1,4,1,1.34,0.9,1.00,0.00
,,Control,atrazine,0,CRS-1,5,1,1.17,0.9,1.00,0.00
,,Control,atrazine,0,CRS-1,6,1,1.91,0.9,1.00,0.00
2421,50,Aatrex 4L,atrazine,210,CRS-1,1,1,0.32,0.9,0.36,0.64
2422,50,Aatrex 4L,atrazine,210,CRS-1,2,1,0.11,0.9,0.12,0.88
2423,50,Aatrex 4L,atrazine,210,CRS-1,3,1,0.1,0.9,0.11,0.89
2424,51,Aatrex 4L,atrazine,420,CRS-1,1,1,0,0.9,0.00,1.00
2425,51,Aatrex 4L,atrazine,420,CRS-1,2,1,0,0.9,0.00,1.00
2426,51,Aatrex 4L,atrazine,420,CRS-1,3,1,0,0.9,0.00,1.00
2427,52,Aatrex 4L,atrazine,840,CRS-1,1,1,0,0.9,0.00,1.00
2428,52,Aatrex 4L,atrazine,840,CRS-1,2,1,0,0.9,0.00,1.00
2429,52,Aatrex 4L,atrazine,840,CRS-1,3,1,0,0.9,0.00,1.00
2430,53,Aatrex 4L,atrazine,1260,CRS-1,1,1,0,0.9,0.00,1.00
2431,53,Aatrex 4L,atrazine,1260,CRS-1,2,1,0,0.9,0.00,1.00
2432,53,Aatrex 4L,atrazine,1260,CRS-1,3,1,0,0.9,0.00,1.00
2433,54,Aatrex 4L,atrazine,1680,CRS-1,1,1,0,0.9,0.00,1.00
2434,54,Aatrex 4L,atrazine,1680,CRS-1,2,1,0,0.9,0.00,1.00
2435,54,Aatrex 4L,atrazine,1680,CRS-1,3,1,0,0.9,0.00,1.00
2436,55,Aatrex 4L,atrazine,3360,CRS-1,1,1,0,0.9,0.00,1.00
2437,55,Aatrex 4L,atrazine,3360,CRS-1,2,1,0,0.9,0.00,1.00
2438,55,Aatrex 4L,atrazine,3360,CRS-1,3,1,0,0.9,0.00,1.00
2439,56,Aatrex 4L,atrazine,6700,CRS-1,1,1,0,0.9,0.00,1.00
2440,56,Aatrex 4L,atrazine,6700,CRS-1,2,1,0,0.9,0.00,1.00
2441,56,Aatrex 4L,atrazine,6700,CRS-1,3,1,0,0.9,0.00,1.00
,,Control,fomesafen,0,CRS-1,1,1,0,0.9,0.00,1.00
,,Control,fomesafen,0,CRS-1,2,1,0,0.9,0.00,1.00
,,Control,fomesafen,0,CRS-1,3,1,0.98,0.9,1.00,0.00
,,Control,fomesafen,0,CRS-1,4,1,1.34,0.9,1.00,0.00
,,Control,fomesafen,0,CRS-1,5,1,1.17,0.9,1.00,0.00
,,Control,fomesafen,0,CRS-1,6,1,1.91,0.9,1.00,0.00
2442,57,Flexstar,fomesafen,33,CRS-1,1,1,1.02,0.9,1.00,0.00
2443,57,Flexstar,fomesafen,33,CRS-1,2,1,1.21,0.9,1.00,0.00
2444,57,Flexstar,fomesafen,33,CRS-1,3,1,0,0.9,0.00,1.00
2445,58,Flexstar,fomesafen,66,CRS-1,1,1,1.31,0.9,1.00,0.00
2446,58,Flexstar,fomesafen,66,CRS-1,2,1,1.11,0.9,1.00,0.00
2447,58,Flexstar,fomesafen,66,CRS-1,3,1,0.48,0.9,0.53,0.47
2448,59,Flexstar,fomesafen,132,CRS-1,1,1,0,0.9,0.00,1.00
2449,59,Flexstar,fomesafen,132,CRS-1,2,1,0,0.9,0.00,1.00
2450,59,Flexstar,fomesafen,132,CRS-1,3,1,1.44,0.9,1.00,0.00
2451,60,Flexstar,fomesafen,198,CRS-1,1,1,1.11,0.9,1.00,0.00
2452,60,Flexstar,fomesafen,198,CRS-1,2,1,1.18,0.9,1.00,0.00
2453,60,Flexstar,fomesafen,198,CRS-1,3,1,0.5,0.9,0.56,0.44
2454,61,Flexstar,fomesafen,263,CRS-1,1,1,0.16,0.9,0.18,0.82
2455,61,Flexstar,fomesafen,263,CRS-1,2,1,0,0.9,0.00,1.00
2456,61,Flexstar,fomesafen,263,CRS-1,3,1,0,0.9,0.00,1.00
2457,62,Flexstar,fomesafen,527,CRS-1,1,1,0.18,0.9,0.20,0.80
2458,62,Flexstar,fomesafen,527,CRS-1,2,1,0,0.9,0.00,1.00
2459,62,Flexstar,fomesafen,527,CRS-1,3,1,0,0.9,0.00,1.00
2460,63,Flexstar,fomesafen,1050,CRS-1,1,1,0,0.9,0.00,1.00
2461,63,Flexstar,fomesafen,1050,CRS-1,2,1,0,0.9,0.00,1.00
2462,63,Flexstar,fomesafen,1050,CRS-1,3,1,0,0.9,0.00,1.00
,,Control,isoxaflutole,0,CRS-1,1,1,0,0.9,0.00,1.00
,,Control,isoxaflutole,0,CRS-1,2,1,0,0.9,0.00,1.00
,,Control,isoxaflutole,0,CRS-1,3,1,0.98,0.9,1.00,0.00
,,Control,isoxaflutole,0,CRS-1,4,1,1.34,0.9,1.00,0.00
,,Control,isoxaflutole,0,CRS-1,5,1,1.17,0.9,1.00,0.00
,,Control,isoxaflutole,0,CRS-1,6,1,1.91,0.9,1.00,0.00
2463,64,Balance Flexx,isoxaflutole,9.9,CRS-1,1,1,0.02,0.9,0.02,0.98
2464,64,Balance Flexx,isoxaflutole,9.9,CRS-1,2,1,0,0.9,0.00,1.00
2465,64,Balance Flexx,isoxaflutole,9.9,CRS-1,3,1,0.2,0.9,0.22,0.78
2466,65,Balance Flexx,isoxaflutole,19.7,CRS-1,1,1,0,0.9,0.00,1.00
2467,65,Balance Flexx,isoxaflutole,19.7,CRS-1,2,1,0,0.9,0.00,1.00
2468,65,Balance Flexx,isoxaflutole,19.7,CRS-1,3,1,0,0.9,0.00,1.00
2469,66,Balance Flexx,isoxaflutole,39.4,CRS-1,1,1,0,0.9,0.00,1.00
2470,66,Balance Flexx,isoxaflutole,39.4,CRS-1,2,1,0,0.9,0.00,1.00
2471,66,Balance Flexx,isoxaflutole,39.4,CRS-1,3,1,0,0.9,0.00,1.00
2472,67,Balance Flexx,isoxaflutole,59,CRS-1,1,1,0,0.9,0.00,1.00
2473,67,Balance Flexx,isoxaflutole,59,CRS-1,2,1,0,0.9,0.00,1.00
2474,67,Balance Flexx,isoxaflutole,59,CRS-1,3,1,0,0.9,0.00,1.00
2475,68,Balance Flexx,isoxaflutole,79,CRS-1,1,1,0,0.9,0.00,1.00
2476,68,Balance Flexx,isoxaflutole,79,CRS-1,2,1,0,0.9,0.00,1.00
2477,68,Balance Flexx,isoxaflutole,79,CRS-1,3,1,0,0.9,0.00,1.00
2478,69,Balance Flexx,isoxaflutole,158,CRS-1,1,1,0,0.9,0.00,1.00
2479,69,Balance Flexx,isoxaflutole,158,CRS-1,2,1,0,0.9,0.00,1.00
2480,69,Balance Flexx,isoxaflutole,158,CRS-1,3,1,0,0.9,0.00,1.00
2481,70,Balance Flexx,isoxaflutole,315,CRS-1,1,1,0,0.9,0.00,1.00
2482,70,Balance Flexx,isoxaflutole,315,CRS-1,2,1,0,0.9,0.00,1.00
2483,70,Balance Flexx,isoxaflutole,315,CRS-1,3,1,0,0.9,0.00,1.00
,,Control,topramezone,0,CRS-1,1,1,0,0.9,0.00,1.00
,,Control,topramezone,0,CRS-1,2,1,0,0.9,0.00,1.00
,,Control,topramezone,0,CRS-1,3,1,0.98,0.9,1.00,0.00
,,Control,topramezone,0,CRS-1,4,1,1.34,0.9,1.00,0.00
,,Control,topramezone,0,CRS-1,5,1,1.17,0.9,1.00,0.00
,,Control,topramezone,0,CRS-1,6,1,1.91,0.9,1.00,0.00
2484,71,Armezon,topramezone,2.3,CRS-1,1,1,0,0.9,0.00,1.00
2485,71,Armezon,topramezone,2.3,CRS-1,2,1,0.54,0.9,0.60,0.40
2486,71,Armezon,topramezone,2.3,CRS-1,3,1,1.37,0.9,1.00,0.00
2487,72,Armezon,topramezone,4.6,CRS-1,1,1,0.35,0.9,0.39,0.61
2488,72,Armezon,topramezone,4.6,CRS-1,2,1,0.72,0.9,0.80,0.20
2489,72,Armezon,topramezone,4.6,CRS-1,3,1,0.95,0.9,1.00,0.00
2490,73,Armezon,topramezone,9.2,CRS-1,1,1,1.32,0.9,1.00,0.00
2491,73,Armezon,topramezone,9.2,CRS-1,2,1,0.39,0.9,0.43,0.57
2492,73,Armezon,topramezone,9.2,CRS-1,3,1,0,0.9,0.00,1.00
2493,74,Armezon,topramezone,13.8,CRS-1,1,1,0.68,0.9,0.76,0.24
2494,74,Armezon,topramezone,13.8,CRS-1,2,1,0.87,0.9,0.97,0.03
2495,74,Armezon,topramezone,13.8,CRS-1,3,1,0.56,0.9,0.62,0.38
2496,75,Armezon,topramezone,18.4,CRS-1,1,1,0.83,0.9,0.92,0.08
2497,75,Armezon,topramezone,18.4,CRS-1,2,1,0.52,0.9,0.58,0.42
2498,75,Armezon,topramezone,18.4,CRS-1,3,1,1.12,0.9,1.00,0.00
2499,76,Armezon,topramezone,36.8,CRS-1,1,1,0,0.9,0.00,1.00
2500,76,Armezon,topramezone,36.8,CRS-1,2,1,0,0.9,0.00,1.00
2501,76,Armezon,topramezone,36.8,CRS-1,3,1,0,0.9,0.00,1.00
2502,77,Armezon,topramezone,73.6,CRS-1,1,1,0,0.9,0.00,1.00
2503,77,Armezon,topramezone,73.6,CRS-1,2,1,0,0.9,0.00,1.00
2504,77,Armezon,topramezone,73.6,CRS-1,3,1,0,0.9,0.00,1.00
,,Control,mesotrione,0,CRS-1,1,1,0,0.9,0.00,1.00
,,Control,mesotrione,0,CRS-1,2,1,0,0.9,0.00,1.00
,,Control,mesotrione,0,CRS-1,3,1,0.98,0.9,1.00,0.00
,,Control,mesotrione,0,CRS-1,4,1,1.34,0.9,1.00,0.00
,,Control,mesotrione,0,CRS-1,5,1,1.17,0.9,1.00,0.00
,,Control,mesotrione,0,CRS-1,6,1,1.91,0.9,1.00,0.00
2505,78,Callisto,mesotrione,13.1,CRS-1,1,1,0.13,0.9,0.14,0.86
2506,78,Callisto,mesotrione,13.1,CRS-1,2,1,0,0.9,0.00,1.00
2507,78,Callisto,mesotrione,13.1,CRS-1,3,1,0.34,0.9,0.38,0.62
2508,79,Callisto,mesotrione,26.3,CRS-1,1,1,0,0.9,0.00,1.00
2509,79,Callisto,mesotrione,26.3,CRS-1,2,1,0.08,0.9,0.09,0.91
2510,79,Callisto,mesotrione,26.3,CRS-1,3,1,0,0.9,0.00,1.00
2511,80,Callisto,mesotrione,52.5,CRS-1,1,1,0,0.9,0.00,1.00
2512,80,Callisto,mesotrione,52.5,CRS-1,2,1,0,0.9,0.00,1.00
2513,80,Callisto,mesotrione,52.5,CRS-1,3,1,0,0.9,0.00,1.00
2514,81,Callisto,mesotrione,79,CRS-1,1,1,0,0.9,0.00,1.00
2515,81,Callisto,mesotrione,79,CRS-1,2,1,0,0.9,0.00,1.00
2516,81,Callisto,mesotrione,79,CRS-1,3,1,0,0.9,0.00,1.00
2517,82,Callisto,mesotrione,105,CRS-1,1,1,0,0.9,0.00,1.00
2518,82,Callisto,mesotrione,105,CRS-1,2,1,0,0.9,0.00,1.00
2519,82,Callisto,mesotrione,105,CRS-1,3,1,0,0.9,0.00,1.00
2520,83,Callisto,mesotrione,210,CRS-1,1,1,0,0.9,0.00,1.00
2521,83,Callisto,mesotrione,210,CRS-1,2,1,0,0.9,0.00,1.00
2522,83,Callisto,mesotrione,210,CRS-1,3,1,0,0.9,0.00,1.00
2523,84,Callisto,mesotrione,420,CRS-1,1,1,0,0.9,0.00,1.00
2524,84,Callisto,mesotrione,420,CRS-1,2,1,0,0.9,0.00,1.00
2525,84,Callisto,mesotrione,420,CRS-1,3,1,0,0.9,0.00,1.00
,,Control,tembotrione,0,CRS-1,1,1,0,0.9,0.00,1.00
,,Control,tembotrione,0,CRS-1,2,1,0,0.9,0.00,1.00
,,Control,tembotrione,0,CRS-1,3,1,0.98,0.9,1.00,0.00
,,Control,tembotrione,0,CRS-1,4,1,1.34,0.9,1.00,0.00
,,Control,tembotrione,0,CRS-1,5,1,1.17,0.9,1.00,0.00
,,Control,tembotrione,0,CRS-1,6,1,1.91,0.9,1.00,0.00
2526,85,Laudis,tembotrione,11.5,CRS-1,1,1,0,0.9,0.00,1.00
2527,85,Laudis,tembotrione,11.5,CRS-1,2,1,0,0.9,0.00,1.00
2528,85,Laudis,tembotrione,11.5,CRS-1,3,1,0,0.9,0.00,1.00
2529,86,Laudis,tembotrione,23,CRS-1,1,1,0,0.9,0.00,1.00
